0612,228
0818,412
0632,309
1111,406
1167,1743
0038,188
0496,506
0209,131
1010,512
1046,185
0284,371
0829,537
0470,302
0029,101
0541,140
0616,755
0135,826
0666,623
0550,295
0497,683
1043,1734
0185,243
0581,536
0452,633
0984,221
0192,452
0174,133
0213,229
0468,354
0756,301
0338,3999
0786,481
0514,165
0958,80
0268,694
0244,1472
0072,247
0400,180
0374,204
1077,3591
1060,1230
0181,199
0298,1046
0768,594
1106,1537
0131,688
0526,144
0814,369
0594,408
0936,631
1070,4136
0309,292
0608,711
0178,284
0875,625
0010,153
0554,211
0502,779
0646,840
0234,154
0960,237
0351,2735
0575,359
1137,734
0641,311
0058,110
0629,563
0532,650
1162,235
0487,536
0782,159
0451,1400
1069,700
1095,2084
0403,146
1174,204
0872,804
0377,407
0809,171
0367,453
0901,5815
0707,136
0196,158
0106,129
1198,5860
0201,204
0359,124
0771,318
0216,534
0855,1804
0430,337
0041,250
0472,1037
0636,183
0028,1867
0959,1395
0574,945
0245,1567
0089,349
0525,609
0370,612
0434,179
0973,81
0827,176
0557,314
0777,237
0240,259
1136,178
0943,345
0652,2474
0583,458
0383,183
0779,1064
0250,225
0285,1909
0242,530
0891,860
1027,103
1105,620
0928,712
1068,1128
0531,938
0758,239
0204,267
0088,133
0156,349
0035,488
0300,4857
1195,2054
0619,434
1103,102
1158,1270
1130,269
0085,90
0415,403
0832,296
0617,367
0110,430
0392,1449
0553,669
1080,2405
1038,1419
0679,3741
0252,312
0776,447
0259,520
0195,139
1089,290
0047,1016
1189,468
0150,193
0333,3792
0767,2069
0418,158
0152,332
0075,225
0755,175
0171,95
0117,1187
0991,758
0748,176
0774,1023
0773,103
0166,3002
1200,3642
0105,236
0857,2616
0549,1245
0053,387
0364,189
0587,206
1008,663
0065,353
0297,273
0859,497
0970,73
0103,215
0142,336
0694,170
0974,211
0757,142
0223,206
0803,131
0388,158
0639,228
1168,420
0503,551
0546,398
0731,433
1005,269
0443,181
1123,353
0640,1238
0429,147
0730,223
0048,696
0159,105
0354,177
0398,472
1067,1257
0095,159
0448,394
1037,3359
0658,539
0267,233
0789,210
0826,4282
0580,474
0141,137
0219,199
0972,86
0847,713
0842,558
0754,96
0810,168
0781,106
0069,718
0162,129
0705,89
0592,149
0090,86
0422,202
0964,260
0716,323
0340,12672
0306,175
1078,833
0851,147
0254,1107
0924,1585
0988,220
0329,955
0341,5387
0506,364
0146,173
0475,935
0935,241
0015,129
0635,952
0081,122
1031,204
0990,117
1175,706
0584,295
0139,174
1042,7930
0846,335
0738,2954
0147,1618
0993,399
0118,551
0343,1662
1192,3124
0013,1165
0315,440
0633,183
0127,179
0994,324
1098,435
0968,359
1053,1797
0670,356
0008,143
0011,341
0801,259
0722,110
1110,2125
0212,684
0169,137
0149,249
0366,2055
0856,1191
0154,843
0914,451
0269,118
0022,343
0483,1297
0845,310
0788,206
0423,208
0253,389
0933,397
0527,334
0021,1442
0207,348
0229,558
0708,533
0224,231
0080,129
1063,1392
1075,1030
1019,977
0735,560
0060,233
0157,204
0143,301
0518,632
0963,123
0121,799
0167,276
1133,129
0324,727
0092,69
1147,599
0838,5273
0278,469
1104,263
1186,1141
0992,518
0180,369
1092,829
0784,575
1082,1302
0025,383
0537,1279
0262,306
0257,791
0595,1017
0915,386
0356,232
0873,129
0247,255
0611,1380
0421,337
0668,550
0899,441
0501,1197
0765,802
1181,247
0109,1568
0982,131
0320,400
0643,195
0098,233
0622,1826
0133,159
0194,153
0378,451
0909,542
0929,166
0564,512
0330,11434
0491,919
0545,765
0177,388
1127,204
1087,956
0509,256
0407,4626
0602,464
0605,466
0900,950
0302,289
1159,638
0183,329
0655,343
0813,181
1151,1111
1021,589
1090,743
0079,251
1003,170
1129,281
0913,287
0094,328
0591,193
0884,757
0277,579
0882,379
1056,2976
0018,3598
0671,389
0490,2555
1143,670
0197,271
1128,298
0413,210
1144,4561
0700,86
0279,421
1172,489
0657,509
0505,229
0840,481
0187,370
1121,1549
1194,12865
0049,466
0137,1695
