3015,0.0
0407,0.0
0797,0.0
1969,0.0
0401,0.0
1880,0.0
0171,0.0
0146,0.0
0476,0.0
0688,0.0
0351,0.0
2279,0.0
2333,0.0
1151,0.0
2921,0.0
0003,0.0
1241,0.0
0695,0.0
2920,0.0
0356,0.0
0051,0.0
2965,0.0
1386,0.0
1067,0.0
0173,0.0
2936,0.0
3035,0.0
2544,0.0
2018,0.0
0891,0.0
0002,0.0
0194,0.0
0203,0.0
2742,0.0
0681,0.0
0693,0.0
2226,0.0
0478,0.0
1423,0.0
3088,0.0
0748,0.0
0563,0.0
1452,0.0
0946,0.0
1488,0.0
2630,0.0
2665,0.0
2231,0.0
1802,0.0
1602,0.0
2046,0.0
1611,0.0
0807,0.0
0460,0.0
2722,0.0
0866,0.0
2383,0.0
0408,0.0
1336,0.0
0921,0.0
1255,0.0
1162,0.0
1693,0.0
0856,0.0
0982,0.0
2311,0.0
1704,0.0
1225,0.0
2121,0.0
1492,0.0
0961,0.0
0438,0.0
3008,0.0
0673,0.0
0204,0.0
2235,0.0
2752,0.0
1254,0.0
1110,0.0
0532,0.0
0527,0.0
1135,0.0
2211,0.0
1510,0.0
2479,0.0
1072,0.0
1594,0.0
1403,0.0
0965,0.0
0420,0.0
3054,0.0
2058,0.0
0429,0.0
0670,0.0
0267,0.0
2011,0.0
0118,0.0
1618,0.0
1242,0.0
0332,0.0
0932,0.0
1890,0.0
0537,0.0
2068,0.0
0361,0.0
0489,0.0
0355,0.0
1745,0.0
0253,0.0
0605,0.0
0629,0.0
1419,0.0
0724,0.0
1627,0.0
0422,0.0
0519,0.0
2632,0.0
0152,0.0
2673,0.0
2382,0.0
0396,0.0
0861,0.0
1506,0.0
0208,0.0
2702,0.0
2668,0.0
0109,0.0
1925,0.0
1118,0.0
1012,0.0
1872,0.0
0086,0.0
0220,0.0
1670,0.0
1022,0.0
1020,0.0
1513,0.0
0465,0.0
3075,0.0
2586,0.0
0369,0.0
2864,0.0
0582,0.0
2473,0.0
0703,0.0
0390,0.0
2789,0.0
2020,0.0
2946,0.0
0473,0.0
1600,0.0
2351,0.0
1013,0.0
1635,0.0
1810,0.0
0524,0.0
0032,0.0
0256,0.0
0271,0.0
2911,0.0
2559,0.0
1922,0.0
2085,0.0
2557,0.0
1967,0.0
2596,0.0
2094,0.0
0022,0.0
0292,0.0
1909,0.0
3042,0.0
1401,0.0
3026,0.0
2050,0.0
0172,0.0
1648,0.0
1105,0.0
1177,0.0
2656,0.0
1696,0.0
2671,1.0
1558,2.0
1424,2.0
2640,2.0
2981,2.0
0992,3.0
1926,3.0
1920,3.0
0942,5.0
2065,5.0
3104,5.0
0276,5.0
0562,5.0
1559,5.0
2252,5.0
2154,6.0
1664,6.0
0033,6.0
1914,6.0
0122,6.0
2349,6.0
2525,6.0
2174,6.0
1742,6.0
2727,7.0
0104,7.0
1404,8.0
0633,8.0
1799,8.0
0038,8.0
0137,8.0
1730,9.0
2095,9.0
2472,9.0
1236,9.0
0067,9.0
1178,9.0
0896,9.0
2739,10.0
1547,10.0
1477,10.0
0625,10.0
0678,10.0
1416,10.0
3027,11.0
2985,11.0
1344,11.0
2352,11.0
1934,12.0
1672,12.0
2737,12.0
1901,13.0
0699,13.0
0066,13.0
2879,13.0
0188,13.0
1894,13.0
0549,13.0
2104,13.0
1576,13.0
1844,13.0
2848,14.0
0046,14.0
1237,14.0
1859,15.0
0609,15.0
0232,15.0
0326,15.0
0243,15.0
0450,15.0
2615,16.0
0832,16.0
0790,16.0
2384,16.0
1332,16.0
1578,16.0
2591,17.0
2012,17.0
2787,17.0
2385,17.0
1155,17.0
2146,17.0
1542,17.0
2399,17.0
2013,17.0
2912,18.0
0862,18.0
1353,18.0
0632,18.0
1554,18.0
3078,18.0
1041,18.0
2653,19.0
0565,19.0
2523,19.0
1211,19.0
1743,19.0
0221,19.0
1496,20.0
1963,20.0
0186,20.0
1575,20.0
1653,20.0
0795,20.0
0529,21.0
1971,21.0
2025,21.0
0395,21.0
2782,21.0
1112,21.0
0777,21.0
0061,21.0
0619,21.0
2317,21.0
0316,21.0
1883,22.0
0661,22.0
0608,22.0
1191,22.0
1194,22.0
1820,22.0
2139,22.0
2213,22.0
1598,22.0
2463,22.0
0319,22.0
1828,23.0
1636,23.0
1334,23.0
1103,23.0
1442,23.0
0931,23.0
2144,23.0
1984,23.0
1028,23.0
1913,23.0
3012,23.0
0935,24.0
1530,24.0
2971,24.0
2298,24.0
1785,24.0
2695,24.0
1181,24.0
1954,24.0
2316,24.0
1817,24.0
0357,24.0
1889,24.0
0803,24.0
2110,25.0
1323,25.0
0126,25.0
1107,25.0
1339,25.0
1058,25.0
0654,25.0
2244,25.0
1725,25.0
0887,25.0
2100,25.0
0085,25.0
3038,25.0
1487,25.0
1213,25.0
1097,25.0
0684,25.0
0230,25.0
0595,25.0
1525,25.0
0305,25.0
0559,25.0
2282,25.0
2885,26.0
1784,26.0
2335,26.0
1172,26.0
3020,26.0
0711,26.0
0880,26.0
0948,26.0
1285,26.0
1387,26.0
2717,27.0
0923,27.0
2459,27.0
1354,27.0
0991,27.0
1385,27.0
1082,27.0
0248,27.0
2084,27.0
2136,27.0
1252,27.0
2157,27.0
0047,27.0
1281,27.0
1392,27.0
2021,27.0
2712,27.0
1468,27.0
1136,28.0
1226,28.0
3069,28.0
0592,28.0
2916,28.0
2688,28.0
1361,28.0
2457,28.0
2662,28.0
0312,28.0
3092,28.0
3086,28.0
0110,29.0
1227,29.0
2322,29.0
2275,29.0
0018,29.0
0964,29.0
0933,29.0
0345,29.0
0996,30.0
1638,30.0
2638,30.0
0713,30.0
2465,30.0
2959,31.0
1089,31.0
2300,31.0
1658,31.0
0986,31.0
2142,31.0
1159,31.0
2970,31.0
0801,31.0
1376,31.0
2469,32.0
0731,32.0
0626,32.0
0105,32.0
2829,32.0
0908,32.0
0576,32.0
2785,32.0
0196,32.0
2010,32.0
0587,33.0
1766,33.0
0394,33.0
0804,33.0
1950,33.0
1143,33.0
2209,33.0
2036,33.0
2550,33.0
0736,33.0
1607,33.0
1998,33.0
2568,34.0
1045,34.0
3039,34.0
2821,34.0
2698,34.0
0007,34.0
1977,34.0
2406,34.0
2302,34.0
1681,34.0
1289,34.0
0897,35.0
1936,35.0
2576,35.0
1874,35.0
2758,35.0
1728,35.0
0131,35.0
2360,35.0
1516,35.0
0044,35.0
1434,36.0
1975,36.0
0872,36.0
0075,36.0
0430,36.0
2886,36.0
1911,36.0
1413,36.0
1641,36.0
3102,36.0
0010,36.0
1003,36.0
1093,36.0
1823,36.0
2278,37.0
2526,37.0
2909,37.0
2162,37.0
1337,37.0
1395,37.0
2569,37.0
2762,37.0
0179,37.0
0005,37.0
0307,38.0
1574,38.0
0020,38.0
1043,38.0
1008,38.0
1296,38.0
1765,38.0
2823,38.0
0117,38.0
1128,39.0
0963,39.0
0096,39.0
1460,39.0
1034,39.0
0806,39.0
2926,39.0
0668,39.0
2417,39.0
1256,39.0
1680,39.0
0680,39.0
1054,39.0
1309,39.0
0721,39.0
0585,40.0
0287,40.0
2508,40.0
2429,40.0
0244,40.0
1818,40.0
2402,40.0
2647,40.0
1708,40.0
0899,40.0
1459,40.0
0939,41.0
1886,41.0
1581,41.0
2461,41.0
0786,41.0
1522,41.0
3097,41.0
1422,41.0
0215,41.0
2303,41.0
2277,42.0
1767,42.0
1007,42.0
2474,42.0
1773,42.0
1548,42.0
2509,42.0
2968,42.0
2092,42.0
2869,43.0
1736,43.0
0821,43.0
3019,43.0
1916,43.0
2820,43.0
1599,43.0
0811,43.0
2381,43.0
0980,43.0
1123,43.0
2210,43.0
2616,44.0
1120,44.0
1715,44.0
1478,44.0
0669,44.0
2831,44.0
1125,44.0
0174,44.0
0791,44.0
2208,45.0
1720,46.0
1014,46.0
0952,46.0
2323,46.0
2624,46.0
1791,46.0
0552,46.0
0001,46.0
1364,46.0
0101,47.0
1083,47.0
1508,47.0
2251,47.0
2101,47.0
1480,47.0
2179,47.0
2420,47.0
0851,47.0
0674,47.0
0894,47.0
2066,47.0
1583,47.0
2022,47.0
2260,48.0
2900,48.0
0069,48.0
1388,48.0
2424,48.0
1649,48.0
0463,48.0
1958,48.0
0279,48.0
0224,48.0
0031,49.0
2433,49.0
2227,49.0
1748,49.0
0568,49.0
2362,49.0
1568,49.0
2650,49.0
1933,49.0
3031,50.0
1031,50.0
0926,50.0
1004,50.0
0184,50.0
0637,50.0
1239,50.0
1795,50.0
3004,50.0
2738,51.0
2812,51.0
1429,51.0
2464,51.0
1753,51.0
2090,51.0
2918,51.0
2514,51.0
1750,52.0
1425,52.0
0572,52.0
2651,52.0
3001,52.0
0776,52.0
1624,53.0
2940,53.0
0089,53.0
2973,53.0
0753,53.0
0920,53.0
2610,54.0
1897,54.0
1204,54.0
1000,54.0
1778,54.0
2411,54.0
3036,55.0
1846,55.0
1077,55.0
2849,55.0
2341,55.0
1015,55.0
3003,55.0
0084,55.0
1185,55.0
2108,55.0
0503,56.0
0324,56.0
1243,56.0
1448,56.0
2055,56.0
2375,56.0
2141,56.0
1740,57.0
2964,57.0
0098,57.0
1623,57.0
1562,57.0
0048,57.0
2935,57.0
0456,57.0
0206,57.0
3108,57.0
2565,58.0
2051,58.0
0205,58.0
1065,58.0
1439,58.0
0260,59.0
0502,59.0
2289,59.0
1048,59.0
0704,59.0
2447,59.0
0365,59.0
2953,59.0
2813,59.0
0813,59.0
2919,60.0
1768,60.0
1995,60.0
0569,60.0
1165,60.0
1062,60.0
0741,60.0
0286,60.0
1980,60.0
0983,60.0
1192,60.0
0878,61.0
1903,61.0
0663,61.0
0423,61.0
0432,61.0
1968,61.0
1564,61.0
0548,61.0
1937,61.0
2513,61.0
2692,62.0
0710,62.0
0414,62.0
0976,62.0
0536,62.0
1822,62.0
0402,62.0
2071,62.0
2580,62.0
2733,63.0
1660,63.0
2329,63.0
1792,63.0
0397,63.0
2358,63.0
1357,64.0
0535,64.0
2255,64.0
0770,64.0
0273,64.0
0934,65.0
0112,65.0
2851,65.0
0392,65.0
1677,65.0
1695,65.0
0918,65.0
2466,65.0
0285,66.0
2310,66.0
1314,66.0
3009,66.0
2850,66.0
1273,66.0
2397,67.0
2629,67.0
2551,67.0
2236,68.0
1752,68.0
1850,68.0
0466,68.0
0454,68.0
2454,68.0
0475,68.0
2130,68.0
1029,69.0
0270,69.0
2161,69.0
0094,69.0
2552,69.0
0216,69.0
1830,69.0
2200,69.0
0538,69.0
1464,70.0
1892,70.0
0546,70.0
2239,70.0
2531,70.0
2120,70.0
3043,70.0
0424,70.0
3046,70.0
0240,70.0
0981,71.0
2061,71.0
1307,71.0
1520,71.0
0557,71.0
1375,71.0
1212,71.0
2129,71.0
2945,71.0
0210,71.0
0160,71.0
0719,71.0
0213,71.0
0168,72.0
0758,72.0
3045,72.0
0116,72.0
2460,72.0
2215,73.0
1862,73.0
1114,73.0
1195,73.0
1189,74.0
0416,74.0
2548,74.0
2301,74.0
2181,75.0
0989,75.0
2485,76.0
2138,76.0
0382,76.0
2232,76.0
2832,76.0
2427,76.0
2137,76.0
2258,76.0
2443,76.0
0531,76.0
1009,76.0
1622,77.0
1651,77.0
0974,77.0
0017,77.0
0727,77.0
1689,77.0
2253,77.0
2528,77.0
1585,78.0
0124,78.0
0867,78.0
2774,78.0
3023,79.0
0900,79.0
1489,79.0
2530,79.0
1381,79.0
1659,79.0
0108,79.0
1060,80.0
1497,80.0
2517,80.0
1359,80.0
1781,81.0
1234,81.0
0940,81.0
2324,81.0
2683,82.0
2777,82.0
1293,82.0
2521,82.0
1982,82.0
0581,83.0
1203,83.0
2415,83.0
2677,83.0
0252,83.0
2286,83.0
2218,83.0
2594,84.0
0014,84.0
0854,84.0
2288,84.0
2040,84.0
2755,84.0
2749,84.0
2627,84.0
0295,84.0
0176,85.0
0530,85.0
0352,85.0
2644,85.0
2859,85.0
1698,85.0
1686,85.0
1147,85.0
2190,86.0
1938,86.0
3062,87.0
1290,87.0
1140,87.0
0141,87.0
2626,87.0
1253,87.0
0452,87.0
2248,88.0
3059,88.0
0845,88.0
2336,89.0
1539,89.0
2193,89.0
2441,89.0
0521,89.0
1879,89.0
2699,90.0
2109,90.0
2995,90.0
2602,90.0
1617,90.0
1024,90.0
2902,91.0
0097,91.0
2184,91.0
3051,91.0
2080,92.0
1073,92.0
0953,92.0
2672,92.0
1311,92.0
1202,92.0
0099,92.0
0798,93.0
2246,93.0
0912,93.0
1417,93.0
1654,94.0
1675,94.0
1881,94.0
2676,94.0
2891,94.0
0487,94.0
1095,94.0
2098,94.0
2703,95.0
1267,95.0
2836,95.0
3050,95.0
3058,95.0
2256,95.0
2825,95.0
2701,96.0
1541,96.0
2555,96.0
0214,96.0
2613,96.0
1438,97.0
1117,97.0
0135,97.0
0622,97.0
3083,97.0
0277,97.0
1976,97.0
1295,97.0
0386,98.0
0883,98.0
1851,98.0
0448,98.0
0303,98.0
1390,98.0
2228,99.0
0464,99.0
0959,99.0
0949,99.0
3093,100.0
2991,100.0
0910,100.0
0742,100.0
0009,100.0
1855,101.0
1056,101.0
0200,101.0
3063,101.0
0746,101.0
1747,101.0
1074,102.0
2896,102.0
2966,102.0
1757,102.0
0427,103.0
0865,103.0
0863,103.0
1684,103.0
1342,104.0
1270,104.0
2280,104.0
0263,104.0
2470,104.0
1964,104.0
0219,104.0
0774,104.0
2708,104.0
0165,105.0
2543,105.0
2426,105.0
3060,105.0
1346,105.0
1163,105.0
0425,105.0
1377,105.0
0893,105.0
1552,106.0
0720,106.0
0756,106.0
0348,106.0
1878,107.0
1669,107.0
2342,107.0
2895,107.0
3048,107.0
0715,107.0
2328,107.0
1040,107.0
2746,108.0
0056,108.0
0752,108.0
0378,108.0
2496,108.0
0004,108.0
2852,108.0
0269,108.0
1947,108.0
0659,108.0
1111,109.0
0771,109.0
2835,109.0
0765,109.0
0672,109.0
2237,110.0
1180,110.0
1052,110.0
3068,110.0
2371,110.0
0640,110.0
1179,110.0
0259,111.0
0620,111.0
2670,111.0
0881,111.0
2434,111.0
0627,111.0
1893,111.0
1049,111.0
1871,112.0
2118,112.0
2346,112.0
0431,112.0
0904,112.0
2476,112.0
1699,112.0
0133,112.0
1144,112.0
1463,113.0
2800,113.0
