3098,-27.0724182129,385,412.072418213
3110,-13.871673584,239,252.871673584
3111,-41.6439208984,486,527.643920898
3112,7.68910980225,109,101.310890198
3113,0.905227661133,35,34.0947723389
3114,-370.944335938,1307,1677.94433594
3115,-5.47470092773,62,67.4747009277
3116,-16.4360046387,169,185.436004639
3117,140.632873535,440,299.367126465
3118,95.6100921631,188,92.3899078369
3119,-3.80639648438,545,548.806396484
3120,21.9830322266,183,161.016967773
3121,-48.0550384521,130,178.055038452
3122,48.8574523926,278,229.142547607
3123,-120.184936523,750,870.184936523
3124,37.969619751,140,102.030380249
3125,-1.60461425781,263,264.604614258
3126,168.525268555,2167,1998.47473145
3127,-7.4054107666,185,192.405410767
3128,-24.5897979736,124,148.589797974
3129,-0.505447387695,96,96.5054473877
3130,-16.8707122803,161,177.87071228
3131,-7.39984512329,46,53.3998451233
3132,728.556396484,1456,727.443603516
3133,23.2334899902,177,153.76651001
3134,-7.21733093262,41,48.2173309326
3135,6.65263366699,208,201.347366333
3136,-23.2552947998,175,198.2552948
3137,-0.857876777649,11,11.8578767776
3138,-4.95755004883,202,206.957550049
3139,-12.6119232178,136,148.611923218
3140,2.88273620605,82,79.1172637939
3141,-20.962890625,867,887.962890625
3142,58.8094482422,469,410.190551758
3143,-103.429443359,0,103.429443359
3144,-0.00743675231934,26,26.0074367523
3145,-108.20111084,357,465.20111084
3146,596.434570312,5951,5354.56542969
3147,-5.68804168701,97,102.688041687
3148,-6.0531578064,56,62.0531578064
3149,18.311050415,118,99.688949585
3150,-2.59191465378,0,2.59191465378
3151,10.1402549744,59,48.8597450256
3152,-126.805419922,1023,1149.80541992
3153,0.313611984253,21,20.6863880157
3154,-152.027572632,5,157.027572632
3155,0.0,0,0.0
3156,-380.076660156,2407,2787.07666016
3157,-0.775745391846,23,23.7757453918
3158,6.3881072998,126,119.6118927
3159,-1.94924926758,87,88.9492492676
3160,-143.295532227,214,357.295532227
3161,470.988037109,3588,3117.01196289
3162,5.5205078125,164,158.479492188
3163,-39.4128875732,155,194.412887573
3164,-48.6198120117,602,650.619812012
3165,39.2885437012,187,147.711456299
3166,-2.46737670898,190,192.467376709
3167,-5.42137145996,100,105.42137146
3168,-3.05549621582,58,61.0554962158
3170,-2.2539768219,25,27.2539768219
3171,151.605628967,187,35.3943710327
3172,-1.36457824707,98,99.3645782471
3173,108.715270996,981,872.284729004
3174,2.342710495,26,23.657289505
3175,9.32189941406,189,179.678100586
3176,-63.4506835938,1505,1568.45068359
3177,-4.76477050781,292,296.764770508
3178,-4.90556335449,70,74.9055633545
3179,31.9218139648,292,260.078186035
3180,327.758544922,1977,1649.24145508
3181,-32.2992248535,0,32.2992248535
3182,-47.267791748,157,204.267791748
3183,-27.9873046875,279,306.987304688
3184,-74.1168823242,490,564.116882324
3185,60.1881103516,1003,942.811889648
3186,-12.6523895264,105,117.652389526
3187,-225.837753296,0,225.837753296
3188,-18.5738601685,0,18.5738601685
3189,-1.83920288086,81,82.8392028809
3190,8.65679931641,224,215.343200684
3191,-15.5381164551,122,137.538116455
3192,19.7206726074,140,120.279327393
3193,81.3790130615,235,153.620986938
3194,294.352783203,3583,3288.6472168
3195,-65.0114135742,494,559.011413574
3196,-9.93249511719,146,155.932495117
3197,-50.3565063477,349,399.356506348
3198,18.9666900635,64,45.0333099365
3199,2.79803466797,165,162.201965332
3200,20.4406929016,53,32.5593070984
3201,2.93877410889,56,53.0612258911
3202,-0.598033905029,21,21.598033905
3203,-35.0189819336,243,278.018981934
3204,132.179443359,888,755.820556641
3205,22.3979492188,3470,3447.60205078
3206,-17.971282959,147,164.971282959
3207,-11.6858139038,84,95.6858139038
3208,-2.03374481201,38,40.033744812
3209,-6.06369018555,157,163.063690186
3210,-38.9387207031,258,296.938720703
3211,16.6953125,1101,1084.3046875
3212,-2.3695526123,112,114.369552612
3213,3.03395843506,57,53.9660415649
3214,-388.065429688,1202,1590.06542969
3215,-3.60822296143,27,30.6082229614
3216,-5.30994033813,54,59.3099403381
3217,-306.555175781,805,1111.55517578
3218,-5.82897949219,95,100.828979492
3219,-62.7174682617,86,148.717468262
3220,-3.91711425781,956,959.917114258
3221,-5.62586402893,15,20.6258640289
3222,-0.547569274902,20,20.5475692749
3223,-14.6017456055,280,294.601745605
3224,-7.44836425781,216,223.448364258
3225,2.94672584534,33,30.0532741547
3226,-23.911315918,423,446.911315918
3227,14.8652954102,359,344.13470459
3228,-5.60430908203,33,38.604309082
3229,-264.086425781,894,1158.08642578
3230,-32.1688232422,232,264.168823242
3231,-18.3296508789,309,327.329650879
3232,-28.6384277344,278,306.638427734
3233,-62.4608154297,1449,1511.46081543
3234,8670.56982422,12924,4253.43017578
3235,-33.2971343994,103,136.297134399
3236,19.1191711426,172,152.880828857
3237,-25.9008102417,88,113.900810242
3238,-131.104003906,1081,1212.10400391
3239,-3.21948623657,48,51.2194862366
3240,-25.9207763672,815,840.920776367
3241,3.28250312805,16,12.7174968719
3242,-29.7424316406,275,304.742431641
3243,13.7055664062,398,384.294433594
3244,78.0981445312,524,445.901855469
3245,-86.416015625,1748,1834.41601562
3246,-2.73904299736,0,2.73904299736
3247,-35.5960693359,255,290.596069336
3248,-139.603515625,1531,1670.60351562
3249,700.453125,993,292.546875
3250,15.5063476562,1270,1254.49365234
3251,-51.9204406738,280,331.920440674
3252,-164.927001953,407,571.927001953
3253,-14.5654907227,56,70.5654907227
3254,-0.773838043213,15,15.7738380432
3255,6.43127441406,294,287.568725586
3256,57.6542053223,233,175.345794678
3257,-38.5599975586,145,183.559997559
3258,-33.2202148438,381,414.220214844
3259,-64.379776001,0,64.379776001
3260,2.43353462219,11,8.56646537781
3261,-240.573059082,373,613.573059082
3262,17.4305419922,214,196.569458008
3263,12.1345863342,44,31.8654136658
3264,90.6130981445,576,485.386901855
3265,11.2611083984,269,257.738891602
3266,-3.02435302734,493,496.024353027
3267,-14.2896118164,83,97.2896118164
3268,40.8529052734,873,832.147094727
3269,-1.53227996826,35,36.5322799683
3270,-75.8463134766,566,641.846313477
3271,-91.3092651367,424,515.309265137
3272,-2.38111066818,0,2.38111066818
3273,676.641357422,2535,1858.35864258
3274,-0.540703773499,4,4.5407037735
3275,13.6360626221,105,91.3639373779
3276,3.76475524902,25,21.235244751
3277,3.4794921875,97,93.5205078125
3278,2.52728843689,33,30.4727115631
3279,-53.5362243652,118,171.536224365
3280,-231.887054443,0,231.887054443
3281,2.86578369141,428,425.134216309
3282,-2.98820590973,9,11.9882059097
3283,10.882019043,115,104.117980957
3284,19.8730316162,89,69.1269683838
3285,-10.282989502,254,264.282989502
3286,-17.059387207,248,265.059387207
3287,156.879241943,261,104.120758057
3288,-3.55200958252,109,112.552009583
3289,-6.28735351562,222,228.287353516
3290,-121.620849609,580,701.620849609
3291,-20.8643569946,89,109.864356995
3292,34.7639465332,294,259.236053467
3293,-19.0883178711,243,262.088317871
3294,-22.9817199707,371,393.981719971
3295,-25.9307556152,208,233.930755615
3296,2.8525390625,195,192.147460938
3297,3.81050109863,29,25.1894989014
3298,-19.0297698975,60,79.0297698975
3299,-63.8391113281,439,502.839111328
3300,8.09459018707,17,8.90540981293
3301,-10.2298431396,117,127.22984314
3302,24.3142700195,147,122.68572998
3303,-32.9261474609,1357,1389.92614746
3304,118.361450195,622,503.638549805
3305,-1.71673583984,153,154.71673584
3306,-2.29585075378,28,30.2958507538
3307,-37.2681884766,235,272.268188477
3308,-13.3974609375,904,917.397460938
3309,0.0,0,0.0
3310,-6.21287536621,180,186.212875366
3311,-436.902893066,221,657.902893066
